,family,read count,relative error
837,Fervidobacteriaceae,1K,
838,Gloeobacteraceae,1K,
839,Chamaesiphonaceae,1K,
840,Dermocarpellaceae,1K,
841,Naemateliaceae,1K,
842,Mycenaceae,1K,
843,Williamwhitmaniaceae,1K,
844,Gottschalkiaceae,1K,
845,Raineyaceae,1K,
846,Microthamniaceae,1K,
847,Pseudoxanthobacteraceae,1K,
848,Zymomonadaceae,1K,
849,Candidatus Anoxymicrobiaceae,1K,
850,Syntrophomonadaceae,1K,
851,Lindgomycetaceae,1K,
852,Archaeoglobaceae,1K,
853,Thermoproteaceae,1K,
854,Hexamitidae,1K,
855,Protomycetaceae,1K,
856,Neolectaceae,1K,
857,Compsopogonaceae,1K,
858,Ancylistaceae,1K,
859,Paulinellidae,1K,
860,Hericiaceae,1K,
861,Chaetopeltidaceae,1K,
862,Albuginaceae,1K,
863,Choanephoraceae,1K,
864,Surirellaceae,1K,
865,Nautiliaceae,1K,
866,Thermithiobacillaceae,1K,
867,Tetraplosphaeriaceae,1K,
868,Methylacidiphilaceae,1K,
869,Tsukubamonadidae,1K,
870,Candidatus Methanoperedenaceae,1K,
871,Labilitrichaceae,1K,
872,Atopobiaceae,1K,
873,Violaceomycetaceae,1K,
874,Togniniaceae,1K,
875,Longimicrobiaceae,1K,
876,Coelosphaeriaceae,1K,
877,Cyanothecaceae,1K,
878,Thermoanaerobaculaceae,1K,
879,Terrimicrobiaceae,1K,
880,Tepidanaerobacteraceae,1K,
881,Sphaerochaetaceae,1K,
882,Catenulisporaceae,1K,
883,Nosematidae,1K,
884,Thermodesulfobacteriaceae,1K,
885,Blastocladiaceae,1K,
886,Helotiaceae,1K,
887,Tetrabaenaceae,1K,
888,Kosmotogaceae,1K,
889,Spiroplasmataceae,1K,
890,Agaricaceae,1K,
891,Pseudeurotiaceae,1K,
892,Acidothermaceae,1K,
893,Paraglomeraceae,1K,
894,Massarinaceae,1K,
895,Armatimonadaceae,1K,
896,Paraliaceae,1K,
897,Gelatoporiaceae,1K,
898,Trichocoleusaceae,1K,
899,Candidatus Mcinerneyibacteriaceae,1K,
900,Prorocentraceae,1K,
901,Pezizaceae,1K,
902,Entomoplasmataceae,1K,
903,Cercomonadidae,1K,
904,Hydnaceae,1K,
905,Catenariaceae,1K,
906,Philasteridae,1K,
907,Cucurbitariaceae,1K,
908,Thermoanaerobacterales Family III. Incertae Sedis,1K,
909,Christensenellaceae,1K,
910,Entophysalidaceae,1K,
911,Gloeomargaritaceae,1K,
912,Hypoxylaceae,1K,
913,Vallicoccaceae,1K,
914,Antricoccaceae,1K,
915,Thermosynechococcaceae,1K,
916,Auriculariaceae,1K,
917,Lipomycetaceae,1K,
918,Hildenbrandiaceae,1K,
919,Unikaryonidae,1K,
920,Bondarzewiaceae,1K,
921,Elsinoaceae,1K,
922,Amanitaceae,1K,
923,Pneumocystidaceae,1K,
924,Sphaeropleaceae,1K,
925,Cryptobasidiaceae,1K,
926,Steccherinaceae,1K,
927,Bionectriaceae,1K,
928,Delitschiaceae,1K,
929,Pisolithaceae,1K,
930,Erythrotrichiaceae,1K,
931,Pterulaceae,1K,
932,Corynesporascaceae,1K,
933,Pseudourostylidae,1K,
934,Tritrichomonadidae,1K,
935,Physalacriaceae,1K,
936,Powellomycetaceae,1K,
937,Cyphellophoraceae,1K,
938,Egibacteraceae,1K,
939,Gomontiellaceae,1K,
940,Irpicaceae,1K,
941,Neotessellaceae,1K,
942,Picocystaceae,1K,
943,Rhynchomonadidae,1K,
944,Cylindrosympodiaceae,1K,
945,Dissulfurirhabdaceae,1K,
946,Natronogracilivirgulaceae,1K,
947,Chloroflexaceae,1K,
948,Methanococcaceae,1K,
949,Desulfurococcaceae,1K,
950,Chlorococcaceae,1K,
951,Bryopsidaceae,1K,
952,Dasycladaceae,1K,
953,Morchellaceae,1K,
954,Paxillaceae,1K,
955,Phyllophoraceae,1K,
956,Ahnfeltiaceae,1K,
957,Delesseriaceae,1K,
958,Kallymeniaceae,1K,
959,Champiaceae,1K,
960,Rhodymeniaceae,1K,
961,Chaetophoraceae,1K,
962,Leptosphaeriaceae,1K,
963,Labyrinthulaceae,1K,
964,Dasyaceae,1K,
965,Caulerpaceae,1K,
966,Dichotomosiphonaceae,1K,
967,Patellariaceae,1K,
968,Metopidae,1K,
969,Glaucocystaceae,1K,
970,Crypthecodiniaceae,1K,
971,Euglyphidae,1K,
972,Tuberaceae,1K,
973,Sparassidaceae,1K,
974,Strophariaceae,1K,
975,Ascoideaceae,1K,
976,Ascodesmidaceae,1K,
977,Lauderiaceae,1K,
978,Physciaceae,1K,
979,Phacotaceae,1K,
980,Ramalinaceae,1K,
981,Thelephoraceae,1K,
982,Strombidiidae,1K,
983,Dothioraceae,1K,
984,Peridiniaceae,1K,
985,Clathraceae,1K,
986,Omphalotaceae,1K,
987,Galaxauraceae,1K,
988,Faucheaceae,1K,
989,Vorticellidae,1K,
990,Umbilicariaceae,1K,
991,Ferroplasmaceae,1K,
992,Chaetosphaeriaceae,1K,
993,Crepidotaceae,1K,
994,Sulfolobaceae,1K,
995,Acrosymphytaceae,1K,
996,Acinetosporaceae,1K,
997,Myriangiaceae,1K,
998,Acrospermaceae,1K,
999,Eurychasmataceae,1K,
1000,Tokophryidae,1K,
1001,Dictyoglomaceae,1K,
1002,Rhabdonemataceae,1K,
1003,Trypetheliaceae,1K,
1004,Argynnaceae,1K,
1005,Microthyriaceae,1K,
1006,Orthodonellidae,1K,
1007,Epitheliaceae,1K,
1008,Hygrophoropsidaceae,1K,
1009,Phanerochaetaceae,1K,
1010,Chlorocystidaceae,1K,
1011,Cryphonectriaceae,1K,
1012,Prymnesiaceae,1K,
1013,Myzocytiopsidaceae,1K,
1014,Gloeophyllaceae,1K,
1015,Actinopolysporaceae,1K,
1016,Amniculicolaceae,1K,
1017,Dissoconiaceae,1K,
1018,Thermosporotrichaceae,1K,
1019,Thermogemmatisporaceae,1K,
1020,Plagiacanthidae,1K,
1021,Sympoventuriaceae,1K,
1022,Psalteriomonadidae,1K,
1023,Stephanoecidae,1K,
1024,Chilodonellidae,1K,
1025,Dehalococcoidaceae,1K,
1026,Monomastigaceae,1K,
1027,Radialiplicataceae,1K,
1028,Marsupiomonadaceae,1K,
1029,Microdochiaceae,1K,
1030,Candidatus Clavichlamydiaceae,1K,
1031,Mrakiaceae,1K,
1032,Trimorphomycetaceae,1K,
1033,Cuniculitremaceae,1K,
1034,Halococcaceae,1K,
1035,Koliellaceae,1K,
1036,Thioalkalibacteraceae,1K,
1037,Mastogloiaceae,1K,
1038,Coprothermobacteraceae,1K,
1039,Phaeomoniellaceae,1K,
1040,Thermotomaculaceae,1K,
1041,Candidatus Magnetaquicoccaceae,1K,
1042,Hazeniaceae,1K,
1043,Lineolataceae,1K,
1044,Candidatus Limnocylindraceae,1K,
1045,Kytococcaceae,1K,
1046,Atribacteraceae,1K,
1047,Psittacicellaceae,1K,
1048,Candidatus Aquicultoraceae,1K,
1049,Hyphodiscaceae,1K,
1050,Tricladiaceae,1K,
1051,Dimargaritaceae,1K,
1052,Thermococcaceae,1K,
1053,Schizophyllaceae,1K,
1054,Vannellidae,1K,
1055,Stypocaulaceae,1K,
1056,Ceratocystidaceae,1K,
1057,Limnochordaceae,1K,
1058,Abitibacteriaceae,1K,
1059,Candidatus Termititenacaceae,1K,
1060,Phaeotrichaceae,1K,
1061,Phaeosaccionaceae,1K,
1062,Jakobidae,1K,
1063,Triceratiaceae,1K,
1064,Scinaiaceae,1K,
1065,Lophiotremataceae,1K,
1066,Colponemidia,1K,
1067,Sargassaceae,1K,
1068,Ascobolaceae,1K,
1069,Sphacelariaceae,1K,
1070,Ralfsiaceae,1K,
1071,Plocamiaceae,1K,
1072,Onygenaceae,1K,
1073,Exidiaceae,1K,
1074,Uronematidae,1K,
1075,Pluteaceae,1K,
1076,Paraphysomonadaceae,1K,
1077,Myxotrichaceae,1K,
1078,Diatrypaceae,1K,
1079,Sporormiaceae,1K,
1080,Harpellaceae,1K,
1081,Botryobasidiaceae,1K,
1082,Gautieriaceae,1K,
1083,Meruliaceae,1K,
1084,Magnaporthaceae,1K,
1085,Methanocorpusculaceae,1K,
1086,Hibberdiaceae,1K,
1087,Rutstroemiaceae,1K,
1088,Choristocarpaceae,1K,
1089,Astraeaceae,1K,
1090,Zopfiaceae,1K,
1091,Paramoebidae,1K,
1092,Segniliparaceae,1K,
1093,Culicosporidae,1K,
1094,Serpulaceae,1K,
1095,Akkesiphycaceae,1K,
1096,Wallemiaceae,1K,
1097,Pasteuriaceae,1K,
1098,Histionidae,1K,
1099,Schizoporaceae,1K,
1100,Elusimicrobiaceae,1K,
1101,Rhodellaceae,1K,
1102,Ceraceosoraceae,1K,
1103,Chrysanthemodiscaceae,1K,
1104,Phacaceae,1K,
1105,Trematosphaeriaceae,1K,
1106,Proteinivoraceae,1K,
1107,Methanomassiliicoccaceae,1K,
1108,Pseudomuriellaceae,1K,
1109,Chlorociboriaceae,1K,
1110,Klossiellidae,1K,
1111,Prasinococcaceae,1K,
1112,Ploettnerulaceae,1K,
1113,Diplonemidae,1K,
1114,Podosporaceae,1K,
1115,Pleurastraceae,1K,
1116,Ktedonosporobacteraceae,1K,
1117,Mollisiaceae,1K,
1118,Raphidocystidae,1K,
1119,Thermohalobacteraceae,1K,
1120,Thermostichaceae,1K,
1121,Candidatus Anstonellaceae,1K,
1122,Candidatus Absconditicoccaceae,1K,
1123,Petrachlorosaceae,1K,
1124,Peniophoraceae,1K,
1125,Gloniaceae,1K,
1126,Oocystaceae,1K,
1127,Thermoleophilaceae,1K,
1128,Sphaerobolaceae,1K,
1129,Malawimonadidae,1K,
1130,Xylonaceae,1K,
1131,Sarocladiaceae,1K,
1132,Dissulfurispiraceae,1K,
1133,Endocladiaceae,1K,
1134,Scytosiphonaceae,1K,
1135,Ascosphaeraceae,1K,
1136,Microascaceae,1K,
1137,Solieriaceae,1K,
1138,Trentepohliaceae,1K,
1139,Schizomeridaceae,1K,
1140,Cladostephaceae,1K,
1141,Dermateaceae,1K,
1142,Melanogastraceae,1K,
1143,Ochromonadaceae,1K,
1144,Uronychiidae,1K,
1145,Dubosqiidae,1K,
1146,Coleosporiaceae,1K,
1147,Ordosporidae,1K,
1148,Boletinellaceae,1K,
1149,Thermomicrobiaceae,1K,
1150,Collodictyonidae,1K,
1151,Centritractaceae,1K,
1152,Ulotrichaceae,1K,
1153,Achnanthaceae,1K,
1154,Mytilinidiaceae,1K,
1155,Katablepharidaceae,1K,
1156,Halosiphonaceae,1K,
1157,Gracilibacteraceae,1K,
1158,Thermoanaerobacterales Family IV. Incertae Sedis,1K,
1159,Dothidotthiaceae,1K,
1160,Dinobryaceae,1K,
1161,Sarcomeniaceae,1K,
1162,Opegraphaceae,1K,
1163,Dixoniellaceae,1K,
1164,Viridiraptoridae,1K,
1165,Dolichomastigaceae,1K,
1166,Torulaceae,1K,
1167,Fomitopsidaceae,1K,
1168,Mesoaciditogaceae,1K,
1169,Pseudomassariaceae,1K,
1170,Amphiacanthidae,1K,
1171,Agaraceae,1K,
1172,Panaceae,1K,
1173,Grifolaceae,1K,
1174,Palmophyllaceae,1K,
1175,Candidatus Babeliaceae,1K,
1176,Candidatus Methanoliparaceae,1K,
1177,Pleuroascaceae,1K,
1178,Ignatiaceae,1K,
1179,Lingulodiniaceae,1K,
1180,Amphidiniaceae,1K,
1181,Methanospirillaceae,1K,
1182,Thermodesulfobiaceae,1K,
1183,Radiococcaceae,1K,
1184,Tepidiformaceae,1K,
1185,Acanthoecidae,1K,
1186,Goniomonadaceae,1K,
1187,Bonnemaisoniaceae,1K,
1188,Geoglossaceae,1K,
1189,Sclerodermataceae,1K,
1190,Rhaphoneidaceae,1K,
1191,Catenulaceae,1K,
1192,Thelohaniidae,1K,
1193,Thermofilaceae,1K,
1194,Microsporaceae,1K,
1195,Heliopeltaceae,1K,
1196,Dicranemataceae,1K,
1197,Sticholonchidae,1K,
1198,Anthracoideaceae,1K,
1199,Cochliopodiidae,1K,
1200,Balamuthiidae,1K,
1201,Meiodiscaceae,1K,
1202,Roccellographaceae,1K,
1203,Candidatus Parilichlamydiaceae,1K,
1204,Aplosporellaceae,1K,
1205,Leucocytozoidae,1K,
1206,Dimacrocaryonidae,1K,
1207,Rotundellaceae,1K,
1208,Dictyochloridaceae,1K,
1209,Spongomonadidae,1K,
1210,Dacryobolaceae,1K,
1211,Chromeraceae,1K,
1212,Peranemidae,1K,
1213,Amorphothecaceae,1K,
1214,Desmarestiaceae,1K,
1215,Hysterangiaceae,1K,
1216,Elaphomycetaceae,1K,
1217,Acidilobaceae,1K,
1218,Zhaonellaceae,1K,
1219,Candidatus Tiddalikarchaeaceae,1K,
1220,Acrochaetiaceae,1K,
1221,Amoebidae,1K,
1222,Pedinomonadaceae,1K,
1223,Cladophoraceae,1K,
1224,Aphanochaetaceae,1K,
1225,Arthoniaceae,1K,
1226,Melanommataceae,1K,
1227,Corethraceae,1K,
1228,Oxyrrhinaceae,1K,
1229,Eremomycetaceae,1K,
1230,Thecamoebida,1K,
1231,Choreocolacaceae,1K,
1232,Pterocladiophilaceae,1K,
1233,Loxodidae,1K,
1234,Chromochloridaceae,1K,
1235,Candidatus Nanoperiomorbaceae,1K,
1236,Chlorosarcinaceae,1K,
1237,Candidatus Bilamarchaeaceae,1K,
1238,Candidatus Geothermincolaceae,1K,
1239,Cortinariaceae,1K,
1240,Thyridiaceae,1K,
1241,Opisthonectidae,1K,
1242,Methanocaldococcaceae,1K,
1243,Thermoascaceae,1K,
1244,Pezizellaceae,1K,
1245,Fucaceae,1K,
1246,Sporolithaceae,1K,
1247,Rhizodiscinaceae,1K,
1248,Tropherymataceae,1K,
1249,Lachnocladiaceae,1K,
1250,Coniophoraceae,1K,
1251,Amphisiellidae,1K,
1252,Prasiolaceae,1K,
1253,Haloplasmataceae,1K,
1254,Caldisericaceae,1K,
1255,Grammatophoraceae,1K,
1256,Candidatus Methanollivieraceae,1K,
1257,Oltmannsiellopsidaceae,1K,
1258,Callithamniaceae,1K,
1259,Culicoidibacteraceae,1K,
1260,Candidatus Eremiobacteraceae,1K,
1261,Halymeniaceae,1K,
1262,Auriscalpiaceae,1K,
1263,Proteromonadidae,1K,
1264,Gomphaceae,1K,
1265,Piedraiaceae,1K,
1266,Protosteliaceae,1K,
1267,Xylanivirgaceae,1K,
1268,Crassisporiaceae,1K,
1269,Protoceratiaceae,1K,
1270,Candidatus Nanohalobiaceae,1K,
1271,Gloeochaetaceae,1K,
1272,Ceratiaceae,1K,
1273,Picrophilaceae,1K,
1274,Cantharellaceae,1K,
1275,Urostylidae,1K,
1276,Gruberellidae,1K,
1277,Trichonymphidae,1K,
1278,Mastigamoebidae,1K,
1279,Methanopyraceae,1K,
1280,Pseudokeronopsidae,1K,
1281,Sorogenidae,1K,
1282,Sainouridae,1K,
1283,Bacillales Family X. Incertae Sedis,1K,
1284,Achnanthidiaceae,1K,
1285,Goniodomataceae,1K,
1286,Tulamoebidae,1K,
1287,Thoracosphaeraceae,1K,
1288,Gonostomatidae,1K,
1289,Juglanconidaceae,1K,
1290,Candidatus Fermentibacteraceae,1K,
1291,Acavomonidia,1K,
1292,Prochloraceae,1K,
1293,Palmariaceae,1K,
1294,Hydrodictyaceae,1K,
1295,Lagenidiaceae,1K,
1296,Isotrichidae,1K,
1297,Furcellariaceae,1K,
1298,Lemaneaceae,1K,
1299,Lomentariaceae,1K,
1300,Pleistophoridae,1K,
1301,Siphonocladaceae,1K,
1302,Soritidae,1K,
1303,Thermoplasmataceae,1K,
1304,Ophryoscolecidae,1K,
1305,Rhizopogonaceae,1K,
1306,Aulacoseiraceae,1K,
1307,Treubariaceae,1K,
1308,Rotaliidae,1K,
1309,Pilobolaceae,1K,
1310,Harpochytriaceae,1K,
1311,Balliaceae,1K,
1312,Monocercomonadidae,1K,
1313,Peyssonneliaceae,1K,
1314,Retortamonadidae,1K,
1315,Golenkiniaceae,1K,
1316,Blepharismidae,1K,
1317,Spraguidae,1K,
1318,Hapalidiaceae,1K,
1319,Loxocephalidae,1K,
1320,Discocephalidae,1K,
1321,Hymenomonadaceae,1K,
1322,Rhizophydiaceae,1K,
1323,Phaselicystidaceae,1K,
1324,Fervidicoccaceae,1K,
1325,Amylocorticiaceae,1K,
1326,Pinguiochrysidaceae,1K,
1327,Chrysomeridaceae,1K,
1328,Amphidomataceae,1K,
1329,Endictyaceae,1K,
1330,Scotinosphaeraceae,1K,
1331,Lecanographaceae,1K,
1332,Rhoicospheniaceae,1K,
1333,Sarcinochrysidaceae,1K,
1334,Schroederiaceae,1K,
1335,Candidatus Desulfofervidaceae,1K,
1336,Rhogostomidae,1K,
1337,Candidatus Borkfalkiaceae,1K,
1338,Palmellopsidaceae,1K,
1339,Fritschiellaceae,1K,
1340,Nemaliaceae,1K,
1341,Mycoplasmoidaceae,1K,
1342,Conexivisphaeraceae,1K,
1343,Massisteriidae,1K,
1344,Stichococcaceae,1K,
1345,Spondylomoraceae,1K,
1346,Pseudochordaceae,1K,
1347,Ephelotidae,1K,
1348,Caulacanthaceae,1K,
1349,Clavariaceae,1K,
1350,Peltigeraceae,1K,
1351,Sphaerozoidae,1K,
1352,Monoblepharidaceae,1K,
1353,Opalinidae,1K,
1354,Haliphthoraceae,1K,
1355,Striatellaceae,1K,
1356,Caldisphaeraceae,1K,
1357,Teranymphidae,1K,
1358,Boldiaceae,1K,
1359,Aulacodiscaceae,1K,
1360,Haemoproteidae,1K,
1361,Methanonatronarchaeaceae,1K,
1362,Tupiellaceae,1K,
1363,Candidatus Hydromicrobiaceae,1K,
1364,Neomonodaceae,1K,
1365,Gelidiaceae,1K,
1366,Valoniaceae,1K,
1367,Folliculinidae,1K,
1368,Asterolampraceae,1K,
1369,Candidatus Sacchiramonaceae,1K,
1370,Orphellaceae,1K,
1371,Palmellaceae,1K,
1372,Flavobacteriaceae,10K,0.027153077422006684
1373,Pseudoalteromonadaceae,10K,0.03426775795852023
1374,Roseobacteraceae,10K,0.06092066717904403
1375,Oceanospirillaceae,10K,0.06114752100509238
1376,Alteromonadaceae,10K,0.09359371694156937
1377,Rhodobacteraceae,10K,0.14047967054625396
1378,Erythrobacteraceae,10K,0.11921321621599525
1379,Pelagibacteraceae,10K,0.05639694666992901
1380,Vibrionaceae,10K,0.23906601121536414
1381,Colwelliaceae,10K,0.16122170624121007
1382,Moraxellaceae,10K,0.09780759955449396
1383,Shewanellaceae,10K,0.1302893266617619
1384,Lewinellaceae,10K,0.1944406936956339
1385,Thalassiosiraceae,10K,0.13237017088422032
1386,Halieaceae,10K,0.059535060598387625
1387,Pirellulaceae,10K,0.3064688078645294
1388,Chlorellaceae,10K,0.1333333333333334
1389,Sphingomonadaceae,10K,0.21076183783147825
1390,Chaetocerotaceae,10K,0.2759925270727452
1391,Comamonadaceae,10K,0.15424920130929962
1392,Microbacteriaceae,10K,0.21076868945288385
1393,Saprospiraceae,10K,0.20327890704543533
1394,Burkholderiaceae,10K,0.31990495664579766
1395,Pseudomonadaceae,10K,0.30043280292537383
1396,Verrucomicrobiaceae,10K,0.08740253577210101
1397,Desulfobacteraceae,10K,0.24458781180443148
1398,Desulfobulbaceae,10K,0.6144950501563593
1399,Geobacteraceae,10K,0.7071067811865476
1400,Cryomorphaceae,10K,0.26693516432641545
1401,Cyclobacteriaceae,10K,0.3849668115349419
1402,Synechococcaceae,10K,0.5275944268966493
1403,Mycobacteriaceae,10K,0.5471012044321931
1404,Halomonadaceae,10K,0.22480008293802234
1405,Skeletonemataceae,10K,0.4
1406,Bacillariaceae,10K,0.23177361425421752
1407,Bradyrhizobiaceae,10K,0.5471012044321931
1408,Mamiellaceae,10K,0.2706562614012087
1409,Naviculaceae,10K,0.09459637380417849
1410,Phyllobacteriaceae,10K,0.42309850588132825
1411,Hyphomonadaceae,10K,0.576012259814659
1412,Ectothiorhodospiraceae,10K,0.39032623616292955
1413,Caulobacteraceae,10K,0.8660254037844386
1414,Rhizobiaceae,10K,0.43852900965351466
1415,Suessiaceae,10K,
1416,Gomphonemataceae,10K,0.5163977794943222
1417,Methylobacteriaceae,10K,0.4330127018922193
1418,Gemmatimonadaceae,10K,0.43301270189221935
1419,Saccharospirillaceae,10K,0.14285714285714293
1420,Nitrospinaceae,10K,
1421,Litoricolaceae,10K,0.28330477112336183
1422,Cryptosporangiaceae,10K,
1423,Ferrovaceae,10K,
1424,Cellvibrionaceae,10K,0.3033894348085531
1425,Rubricoccaceae,10K,0.5014627042462879
1426,Crocinitomicaceae,10K,0.07725206757391316
1427,Dictyobacteraceae,10K,
1428,Pleioneaceae,10K,
1429,Devosiaceae,10K,0.22222222222222215
1430,Viruses,10K,0.17770068351376064
1431,Chromatiaceae,10K,0.09829098492233944
1432,Streptomycetaceae,10K,0.5590169943749475
1433,Prolixibacteraceae,10K,0.3090082702956526
1434,Haliscomenobacteraceae,10K,0.4385290096535147
1435,Bernardetiaceae,10K,0.5590169943749473
1436,Planctomycetaceae,10K,0.2614562582918986
1437,Alcaligenaceae,10K,0.5592469952052408
1438,Hoehnelomycetaceae,10K,
1439,Phaeodactylaceae,10K,0.4568853764411656
1440,Rhodospirillaceae,10K,0.5303300858899106
1441,Hyphomicrobiaceae,10K,0.27809156709735067
1442,Oxytrichidae,10K,
1443,Oxalobacteraceae,10K,0.7505142270059053
1444,Aeromonadaceae,10K,0.3535533905932737
1445,Bacillaceae,10K,0.46770717334674267
1446,Flammeovirgaceae,10K,0.7243558228002944
1447,Desulfonatronaceae,10K,
1448,Plagiogrammaceae,10K,0.39123039821797584
1449,Symbiodiniaceae,10K,
1450,Amphipleuraceae,10K,0.22222222222222215
1451,Anaerolineaceae,10K,0.38490017945975047
1452,Celerinatantimonadaceae,10K,
1453,Bathycoccaceae,10K,0.36401106610461686
1454,Arenicellaceae,10K,0.3510981290092154
1455,Spongiibacteraceae,10K,0.5085476277156077
1456,Isosphaeraceae,10K,
1457,Hymenobacteraceae,10K,0.34583054438857597
1458,Leptolyngbyaceae,10K,0.49999999999999994
1459,Emcibacteraceae,10K,
1460,Roseivirgaceae,10K,0.5832981110808886
1461,Robiginitomaculaceae,10K,0.42127085800286396
1462,Thalassobaculaceae,10K,0.5590169943749473
1463,Spirosomaceae,10K,0.4345982849074503
1464,Porticoccaceae,10K,0.3651150293542242
1465,Reichenbachiellaceae,10K,0.29880715233359845
1466,Rickettsiaceae,10K,0.25573098231364355
1467,Bangiaceae,10K,
1468,Hymenochaetaceae,10K,
1469,Sphingobacteriaceae,10K,0.4240600588095458
1470,Nocardioidaceae,10K,0.5342912389583809
1471,Promicromonosporaceae,10K,
1472,Jonesiaceae,10K,
1473,Paenibacillaceae,10K,0.4750730937913074
1474,Pleurosigmataceae,10K,0.5297284633639759
1475,Nitrosomonadaceae,10K,1.0
1476,Desulfuromonadaceae,10K,0.39999999999999997
1477,Alcanivoracaceae,10K,0.1608961589488606
1478,Hahellaceae,10K,0.28571428571428575
1479,Bacteriovoracaceae,10K,0.43301270189221935
1480,Cyanidiaceae,10K,
1481,Ferrimonadaceae,10K,
1482,Granulosicoccaceae,10K,0.4330127018922193
1483,Schleiferiaceae,10K,0.40824829046386296
1484,Chromobacteriaceae,10K,0.5
1485,Ilumatobacteraceae,10K,0.2595073127459418
1486,Amorphaceae,10K,
1487,Lacipirellulaceae,10K,0.5832981110808886
1488,Fulvivirgaceae,10K,0.838525491562421
1489,Marivirgaceae,10K,0.8485281374238571
1490,Weeksellaceae,10K,0.7200822998230955
1491,Arcobacteraceae,10K,
1492,Stappiaceae,10K,0.8473447229934077
1493,Reticulibacteraceae,10K,
1494,Marinobacteraceae,10K,0.31180478223116176
1495,Chitinophagaceae,10K,0.5235475903822737
1496,Archangiaceae,10K,
1497,Enterobacteriaceae,10K,0.6606874726434099
1498,Pseudonocardiaceae,10K,0.38490017945975047
1499,Pythiaceae,10K,
1500,Methylophilaceae,10K,0.3803000120609434
1501,Piscirickettsiaceae,10K,0.7692307692307693
1502,Flabellulidae,10K,
1503,Sporolactobacillaceae,10K,
1504,Chlorobiaceae,10K,
1505,Nitrosopumilaceae,10K,0.4648111258522642
1506,Sneathiellaceae,10K,0.4714045207910316
1507,Lyophyllaceae,10K,
1508,Woeseiaceae,10K,0.34232659844072877
1509,Lentimicrobiaceae,10K,
1510,Hydrococcaceae,10K,
1511,Salinivirgaceae,10K,
1512,Kaistiaceae,10K,
1513,Puniceicoccaceae,10K,0.308287726505694
1514,Methylococcaceae,10K,0.09523809523809518
1515,Streptococcaceae,10K,0.4
1516,Hyaloscyphaceae,10K,
1517,Gordoniaceae,10K,
1518,Chromulinaceae,10K,
1519,Nectriaceae,10K,
1520,Peptococcaceae,10K,
1521,Deferribacteraceae,10K,
1522,Licmophoraceae,10K,
1523,Stauroneidaceae,10K,0.49999999999999994
1524,Methylothermaceae,10K,
1525,Akkermansiaceae,10K,0.7071067811865475
1526,Rubritaleaceae,10K,0.3637652289278589
1527,Wenzhouxiangellaceae,10K,0.5832981110808886
1528,Balneolaceae,10K,
1529,Morganellaceae,10K,
1530,Azonexaceae,10K,
1531,Flexibacteraceae,10K,0.4074501503251656
1532,Stellaceae,10K,
1533,Xanthomonadaceae,10K,0.5493480360811602
1534,Oleiphilaceae,10K,0.48247343164665357
1535,Psychromonadaceae,10K,0.4259177099999599
1536,Thiotrichaceae,10K,0.37029359559513786
1537,Aurantimonadaceae,10K,0.6085806194501845
1538,Desulfocapsaceae,10K,0.5400617248673217
1539,Acetobacteraceae,10K,0.38030001206094344
1540,Nostocaceae,10K,0.5773502691896256
1541,Rhodocyclaceae,10K,0.4648111258522642
1542,Marinilabiliaceae,10K,0.49487165930539345
1543,Geminigeraceae,10K,0.5
1544,Kordiimonadaceae,10K,0.5471012044321931
1545,Rhodanobacteraceae,10K,0.4430361065822256
1546,Sulfurovaceae,10K,0.6388765649999397
1547,Pasteurellaceae,10K,0.4
1548,Bacteroidaceae,10K,0.4255231590028169
1549,Volvocaceae,10K,
1550,Saprolegniaceae,10K,0.43301270189221935
1551,Clostridiaceae,10K,0.3803000120609434
1552,Salpingoecidae,10K,0.4714045207910316
1553,Intrasporangiaceae,10K,0.40824829046386296
1554,Nocardiaceae,10K,0.24845199749997665
1555,Amoebophryaceae,10K,
1556,Cytophagaceae,10K,0.7288689868556626
1557,Euplotidae,10K,0.4714045207910316
1558,Rhodobiaceae,10K,
1559,Erysipelotrichaceae,10K,
1560,Lachnospiraceae,10K,0.4
1561,Idiomarinaceae,10K,0.5590169943749473
1562,Monodopsidaceae,10K,0.4
1563,Sinobacteraceae,10K,0.33333333333333337
1564,Vicingaceae,10K,0.4714045207910316
1565,Ahrensiaceae,10K,0.3535533905932737
1566,Azospirillaceae,10K,0.5592469952052408
1567,Myxococcaceae,10K,
1568,Polyangiaceae,10K,0.6928203230275509
1569,Legionellaceae,10K,0.8571428571428571
1570,Micrococcaceae,10K,0.4714045207910316
1571,Thermomonosporaceae,10K,
1572,Chlamydomonadaceae,10K,
1573,Scenedesmaceae,10K,
1574,Taphrinaceae,10K,
1575,Micromonosporaceae,10K,0.4
1576,Bifidobacteriaceae,10K,
1577,Methylocystaceae,10K,
1578,Laminariaceae,10K,
1579,Fragilariaceae,10K,
1580,Lactobacillaceae,10K,
1581,Francisellaceae,10K,0.40824829046386296
1582,Ostreobiaceae,10K,
1583,Selenastraceae,10K,
1584,Pycnococcaceae,10K,0.43301270189221935
1585,Hemidiscaceae,10K,
1586,Cymatosiraceae,10K,
1587,Campylobacteraceae,10K,
1588,Kineosporiaceae,10K,
1589,Acidimicrobiaceae,10K,
1590,Rubrobacteraceae,10K,0.4714045207910316
1591,Geodermatophilaceae,10K,
1592,Crenotrichaceae,10K,
1593,Gallionellaceae,10K,
